Ticker,Name,start_date,end_date
LCIN,Lannett Co Inc,2013-12-13,2023-04-26
LCNB,Lcnb,2007-05-16,2023-06-09
LCTX,Lineage Cell Therapeutics,2007-05-16,2023-06-09
LCUT,Lifetime Brands,2007-05-04,2023-06-09
LCW,Learn Cw Investment Class A Ordinary Shares,2021-11-29,2023-06-09
LDHAU,Ldh Growth I Units,2021-03-19,2023-03-17
LDI,Loandepot,2021-02-11,2023-06-09
LDOS,Leidos Holdings,2007-04-27,2023-06-09
LDP,Cohen & Steers Duration Preferred And Income Fund,2012-07-27,2023-06-09
LE,Lands End,2014-03-20,2023-06-09
LEA,Lear,2009-11-20,2023-06-09
LECO,Lincoln Electric Holdings,2007-01-03,2023-06-09
LEDS,Semileds,2010-12-09,2023-06-09
LEE,Lee Enterprises Incorporated,2007-04-30,2023-06-09
LEG,Leggett & Platt,2005-01-03,2023-06-09
LEGAU,Lead Edge Growth Opportunities Units,2021-03-23,2023-03-14
LEGAW,Lead Edge Growth Opportunities Warrant,2021-05-17,2023-03-14
LEGH,Legacy Housing,2018-12-14,2023-06-09
LEGN,Legend Biotech Corporation,2020-06-05,2023-06-09
LEJU,Leju Holdings American Depositary Shares Each Representing One Ordinary Share,2014-04-17,2023-06-09
LEN,Lennar,2005-01-03,2023-06-09
LEN.B,Lennar,2007-05-01,2023-06-09
LEO,Bny Mellon Strategic Municipals,2007-05-16,2023-06-09
LESL,Leslie's,2020-11-02,2023-06-09
LEU,Centrus Energy,2014-09-30,2023-06-09
LEV,The Lion Electric Company,2021-05-07,2023-06-09
LEVI,Levi Strauss & Co.,2019-03-21,2023-06-09
LEXX,Lexaria Bioscience,2021-01-12,2023-06-09
LEXXW,Lexaria Bioscience Warrant,2021-01-12,2023-06-07
LFCR,Lifecore Biomedical,2007-05-11,2023-06-09
LFG,Archaea Energy,2020-12-14,2022-12-27
LFLY,Leafly Holdings,2019-12-13,2023-06-09
LFLYW,Leafly Holdings Warrant,2022-02-07,2023-06-09
LFMD,Lifemd,2021-02-22,2023-06-09
LFST,Lifestance Health,2021-06-10,2023-06-09
LFT,Lument Finance Trust,2013-03-22,2023-06-09
LFUS,Littelfuse,2007-05-02,2023-06-09
LFVN,Lifevantage Corp,2012-09-12,2023-06-09
LGF.A,Lions Gate Entertainment,2007-08-01,2023-06-09
LGF.B,Lions Gate Entertainment,2007-08-01,2023-06-09
LGHL,Lion Holding American Depositary Share,2020-06-16,2023-06-09
LGHLW,Lion Holding Warrant,2019-06-21,2023-06-09
LGI,Lazard Global Total Return And Income Fund,2007-05-16,2023-06-09
LGIH,Lgi Homes,2013-11-07,2023-06-09
LGL,Lgl,2007-05-16,2023-06-09
LGMK,Logicmark,2013-08-23,2023-06-09
LGND,Ligand Pharmaceuticals,2007-05-02,2023-06-09
LGO,Largo Common Shares,2021-04-19,2023-06-09
LGTOU,Legato Merger Ii Unit,2021-11-22,2023-02-14
LGTOW,Legato Merger Ii Warrants,2021-12-22,2023-02-14
LGVC,Lamf Global Ventures I Class A Ordinary Shares,2022-01-03,2023-06-09
LGVCU,Lamf Global Ventures I Unit,2021-11-11,2023-05-26
LGVN,Longeveron,2021-02-12,2023-06-09
LH,Laboratory Of America Holding,2005-01-03,2023-06-09
LHC,Leo Holdings Ii Class A Ordinary Shares,2021-03-01,2023-06-09
LHCG,Lhc,2007-01-03,2023-02-21
LHDX,Lucira Health,2021-02-05,2023-03-03
LHX,L3harris Technologies,2007-05-01,2023-06-09
LI,Li Auto,2020-07-30,2023-06-09
LIAN,Lianbio American Depositary Shares,2021-11-01,2023-06-09
LICN,Lichen China,2023-02-06,2023-06-09
LICY,Li-Cycle Holdings,2021-08-11,2023-06-09
LIDR,Aeye Class A,2021-01-11,2023-06-09
LIDRW,Aeye Warrant,2021-01-06,2023-06-09
LIFE,Atyr Pharma,2015-05-07,2023-06-09
LIFW,Msp Recovery Class A,2020-10-21,2023-06-09
LII,Lennox International,2007-01-03,2023-06-09
LILA,Liberty Latin America,2015-07-10,2023-06-09
LILAK,Liberty Latin America Ltd.,2015-06-23,2023-06-09
LILM,Lilium N.V.,2021-09-15,2023-06-09
LILMW,Lilium N.V. Warrants,2021-09-15,2023-06-09
LIN,Linde Plc,2018-10-29,2023-06-09
LINC,Lincoln Educational Services,2007-05-07,2023-06-09
LIND,Lindblad Expeditions,2013-07-03,2023-06-09
LINK,Interlink Electronics,2007-05-16,2023-06-09
LIONU,Lionheart Iii Unit,2021-11-04,2023-03-07
LIONW,Lionheart Iii Warrant,2021-12-07,2023-03-07
LIPO,Lipella Pharmaceuticals,2022-12-20,2023-06-09
LIQT,Liqtech International,2011-08-25,2023-06-09
LITB,Lightinthebox Holding Co. American Depositary Shares Each Representing 2 Ordinary Shares,2013-06-06,2023-06-09
LITE,Lumentum Holdings,2015-07-23,2023-06-09
LITM,Snow Lake Resources,2021-11-19,2023-06-09
LITT,Logistics Innovation Technologies Class A,2021-08-12,2023-06-07
LITTU,Logistics Innovation Technologies Units,2021-06-11,2023-06-05
LITTW,Logistics Innovation Technologies Warrant,2021-08-11,2023-06-09
LIVB,Liv Capital Acquisition Ii,2022-03-15,2023-06-06
LIVE,Live Ventures Incorporated,2015-10-09,2023-06-09
LIVN,Livanova Plc,2015-10-19,2023-06-09
LIXT,Lixte Biotechnology Holdings,2020-11-25,2023-06-09
LIXTW,Lixte Biotechnology Holdings Warrants,2020-11-25,2023-06-08
LIZI,Lizhi American Depositary Shares,2020-01-17,2023-06-09
LKCO,Luokung Technology Ordinary Shares,2019-01-08,2023-06-09
LKFN,Lakeland Financial,2007-05-16,2023-06-09
LKQ,Lkq Corporation,2007-04-27,2023-06-09
LL,Lumber Liquidators,2010-01-04,2023-06-09
LLAP,Terran Orbital,2021-04-26,2023-06-09
LLL,Jx Luxventure,2017-06-01,2022-09-30
LLY,Lilly,2005-01-03,2023-06-09
LMAT,Lemaitre Vascular,2007-05-16,2023-06-09
LMB,Limbach Holdings,2016-11-16,2023-06-09
LMDX,Lumiradx Common Shares,2021-09-29,2023-06-09
LMDXW,Lumiradx Warrant,2021-09-29,2023-06-08
LMFA,Lm Funding America,2015-12-08,2023-06-09
LMND,Lemonade Inc,2020-07-02,2023-06-09
LMNL,Liminal Biosciences Common Shares,2019-11-18,2023-06-09
LMNR,Limoneira Co,2007-05-22,2023-06-09
LMPX,Lmp Automotive Holdings,2019-12-05,2023-06-09
LMST,Limestone Bancorp,2007-05-16,2023-04-28
LMT,Lockheed Martin,2005-01-03,2023-06-09
LNC,Lincoln National,2005-01-03,2023-06-09
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR,2012-11-08,2023-06-09
LNDC,Landec,2007-05-11,2022-11-14
LNG,Cheniere Energy,2007-01-03,2023-06-09
LNKB,Linkbancorp,2022-09-13,2023-06-09
LNN,Lindsay,2007-05-01,2023-06-09
LNSR,Lensar,2020-10-02,2023-06-09
LNT,Alliant Energy Corp,2005-01-03,2023-06-09
LNTH,Lantheus,2015-06-25,2023-06-09
LNW,Light & Wonder,2007-05-02,2023-06-09
LNZA,Lanzatech Global,2021-09-24,2023-06-09
LOAN,Manhattan Bridge Capital Inc,2008-07-29,2023-06-09
LOB,Live Oak Bancshares,2015-07-23,2023-06-09
LOCL,Local Bounti,2021-11-22,2023-06-09
LOCO,El Pollo Loco  C,2014-07-25,2023-06-09
LODE,Comstock,2007-05-16,2023-06-09
LOGC,Logicbio Therapeutics,2018-10-19,2022-11-15
LOGI,Logitech International Sa,2012-09-24,2023-06-09
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,2017-11-01,2023-06-09
LOOP,Loop Industries,2015-11-11,2023-06-09
LOPE,Grand Canyon Education,2008-11-20,2023-06-09
LOTZ,Carlotz Class A,2019-05-09,2022-12-08
LOTZW,Carlotz Warrant,2019-04-15,2022-12-08
LOV,Spark Networks Se American Depositary Shares,2017-11-17,2023-06-09
LOVE,The Lovesac Company,2018-06-27,2023-06-09
LOW,Lowe's Cos.,2005-01-03,2023-06-09
LPCN,Lipocine,2014-03-21,2023-06-09
LPG,Dorian Lpg,2014-05-08,2023-06-09
LPI,Laredo Petroleum ,2011-12-15,2023-01-06
LPL,Lg Display Co. Ltd.,2007-01-03,2023-06-09
LPLA,Lpl Financial Holdings,2010-11-18,2023-06-09
LPRO,Open Lending Class A,2020-06-11,2023-06-09
LPSN,Liveperson,2007-01-03,2023-06-09
LPTH,Lightpath Technologies Class A,2007-05-16,2023-06-09
LPTV,Loop Media,2022-09-21,2023-06-09
LPTX,Leap Therapeutics,2017-01-25,2023-06-09
LPX,Louisiana-Pacific Corporation,2007-01-03,2023-06-09
LQDA,Liquidia Corp,2018-07-26,2023-06-09
LQDT,Liquidity Service,2007-05-02,2023-06-09
LRCX,Lam Research,2005-01-03,2023-06-09
LRFC,Logan Ridge Finance,2013-09-25,2023-06-09
LRMR,Larimar Therapeutics,2014-06-19,2023-06-09
LRN,Stride,2007-12-14,2023-06-09
LSAK,Lesaka Technologies,2007-04-30,2023-06-09
LSBK,Lake Shore Bancorp,2007-05-16,2023-06-08
LSCC,Lattice Semiconductor Corporation,2007-01-03,2023-06-09
LSDI,Lucy Scientific Discovery,2023-02-09,2023-06-09
LSEA,Landsea Homes,2018-06-29,2023-06-09
LSEAW,Landsea Homes Warrant,2018-06-29,2023-06-09
LSF,Laird Superfood,2020-09-23,2023-06-09
LSI,Life Storage,2016-08-15,2023-06-09
LSPD,Lightspeed Commerce,2020-09-11,2023-06-09
LSTA,Lisata Therapeutics,2007-08-09,2023-06-09
LSTR,Landstar System,2007-01-03,2023-06-09
LSXMA,The Liberty Siriusxm,2016-04-18,2023-06-09
LSXMB,Liberty Media Series B Liberty Siriusxm,2016-04-21,2023-05-31
LSXMK,The Liberty Siriusxm,2016-04-18,2023-06-09
LTBR,Lightbridge,2009-10-09,2023-06-09
LTC,Ltc Properties,2007-05-01,2023-06-09
LTCH,Latch ,2020-12-31,2023-06-09
LTCHW,Latch Warrant Expiring 6/4/2026,2020-12-31,2023-06-09
LTH,Life Time Holdings ,2021-10-07,2023-06-09
LTHM,Livent Corp,2018-10-11,2023-06-09
LTRN,Lantern Pharma,2020-06-11,2023-06-09
LTRPA,Liberty Tripadvisor,2014-08-27,2023-06-09
LTRPB,Liberty Tripadvisor Holdings  Series B,2014-08-29,2023-06-09
LTRX,Lantronix,2007-05-16,2023-06-09
LTRY,Lottery.com ,2018-06-13,2023-06-09
LTRYW,Lottery.com Warrants,2021-11-01,2023-06-09
LU,Lucent Technology,2020-11-02,2023-06-09
LUCD,Lucid Diagnostics,2021-10-14,2023-06-09
LUCY,Innovative Eyewear,2022-08-15,2023-06-09
LULU,Lululemon Athletica,2007-07-30,2023-06-09
LUMN,Lumen Technologies,2007-04-30,2023-06-09
LUMO,Lumos Pharma,2011-11-11,2023-06-09
LUNA,Luna Innovations,2007-05-16,2023-06-09
LUNG,Pulmonx,2020-10-01,2023-06-09
LUV,Southwest Airlines,2005-01-03,2023-06-09
LUXH,Luxurban Hotels,2007-05-11,2023-06-09
LVLU,Lulu's Fashion Lounge Holdings ,2021-11-11,2023-06-09
LVO,Liveone,2017-12-14,2023-06-09
LVOX,Livevox Holding  Class A,2019-04-18,2023-06-09
LVOXU,Livevox Holdings Unit,2019-03-08,2023-05-02
LVRAU,Levere Holdings Unit,2021-03-19,2023-03-23
LVS,Las Vegas Sands,2007-04-27,2023-06-09
LVTX,Lava Therapeutics Nv,2021-03-25,2023-06-09
LVWR,Livewire,2020-11-23,2023-06-09
LW,Lamb Weston Holdings Inc,2016-11-01,2023-06-09
LWAY,Lifeway Foods,2007-05-16,2023-06-09
LWLG,Lightwave Logic ,2008-03-10,2023-06-09
LX,Lexinfintech Holdings American Depositary Shares,2017-12-21,2023-06-09
LXEH,Lixiang Education,2020-10-01,2023-06-09
LXFR,Luxfer,2012-10-03,2023-06-09
LXP,Lexington Realty Trust,2007-01-03,2023-06-09
LXRX,Lexicon Pharmaceuticals,2007-05-16,2023-06-09
LXU,Lsb Industries,2007-05-16,2023-06-09
LYB,Lyondellbasell,2010-10-14,2023-06-09
LYEL,Lyell Immunopharma ,2021-06-17,2023-06-09
LYFT,Lyft,2019-03-29,2023-06-09
LYG,Lloyds Banking Plc,2007-01-03,2023-06-09
LYL,Dragon Victory International Ordinary Shares,2017-10-20,2022-12-12
LYLT,Loyalty Ventures,2021-11-02,2023-03-20
LYRA,Lyra Therapeutics,2020-05-01,2023-06-09
LYT,Lytus Technologies Holdings Ptv. Common Shares,2022-06-15,2023-06-09
LYTS,Lsi Industries,2007-05-01,2023-06-09
LYV,Live Nation Entertainment,2006-01-03,2023-06-09
LZ,Legalzoom.com,2021-06-30,2023-06-09
LZB,La-Z-Boy,2007-04-25,2023-06-09
M,Macy's,2007-06-01,2023-06-09
MA,Mastercard,2006-05-25,2023-06-09
MAA,Mid-America Apartments,2005-01-03,2023-06-09
MAC,Macerich,2005-01-03,2023-06-09
MACK,Merrimack Pharmaceuticals,2012-03-29,2023-06-09
MAG,Mag Silver,2007-07-09,2023-06-09
MAIA,Maia Biotechnology,2022-07-28,2023-06-09
MAIN,Main Street Capital Corporation,2007-10-08,2023-06-09
MAN,Manpowergroup,2007-01-03,2023-06-09
MANH,Manhattan Associates,2007-01-03,2023-06-09
MANU,Manchester United Plc,2012-08-10,2023-06-09
MAPS,Wm Technology  Class A,2019-10-01,2023-06-09
MAPSW,Wm Technology Warrants,2019-10-01,2023-06-09
MAR,Marriott Int'l.,2005-01-03,2023-06-09
MARA,Marathon Digital Holdings ,2014-07-28,2023-06-09
MARK,Remark Holdings,2007-10-03,2023-06-09
MARPS,Marine Petroleum Trust Units Of Beneficial Interest,2007-05-16,2023-06-09
MARX,Mars Acquisition,2023-03-14,2023-06-09
MAS,Masco,2005-01-03,2023-06-09
MASI,Masimo Corporation,2007-08-08,2023-06-09
MASS,908 Devices,2020-12-18,2023-06-09
MAT,Mattel,2005-01-03,2023-06-09
MATH,Metalpha Technology Holding,2017-10-20,2023-06-09
MATV,Mativ Holdings,2007-05-02,2023-06-09
MATW,Matthews International,2007-05-02,2023-06-09
MATX,Matson,2012-07-02,2023-06-09
MAV,Pioneer Municipal High Income Advantage Fund,2007-05-16,2023-06-09
MAX,Mediaalpha,2020-11-02,2023-06-09
MAXN,Maxeon Solar,2020-12-15,2023-06-09
MAYS,J. W. Mays,2007-05-18,2023-06-07
MBC,Masterbrand,2022-12-09,2023-06-09
MBCN,Middlefield Banc Cmn,2007-05-16,2023-06-09
MBI,Mbia,2005-01-03,2023-06-09
MBIN,Merchants Bancorp,2017-10-27,2023-06-09
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,2021-03-23,2023-06-09
MBINO,Merchants Bancorp Depositary Shares Each Representing A 1/40Th Interest In A Share Of Series B Fixed-To-Floating Rate,2019-08-20,2023-06-09
MBINP,Merchants Bancorp 7.00% Fixed-To-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,2019-03-29,2023-06-09
MBIO,Mustang Bio,2017-08-22,2023-06-09
MBLY,Mobileye Global,2022-10-26,2023-06-09
MBNKP,Medallion Bank Fixed-To-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,2019-12-18,2023-06-08
MBOT,Microbot Medical,2007-04-27,2023-06-09
MBRX,Moleculin Biotech,2016-06-02,2023-06-09
MBUU,Malibu Boats  Com,2014-01-31,2023-06-09
MBWM,Mercantile Bank,2007-05-16,2023-06-09
MC,Moelis & Company,2014-04-16,2023-06-09
MCAC,Monterey Capital Acquisition Corporation,2022-07-01,2023-06-05
MCB,Metropolitan Bank Hldg Corp,2017-11-08,2023-06-09
MCBC,Macatawa Bank,2007-05-16,2023-06-09
MCBS,Metrocity Bankshares,2019-10-03,2023-06-09
MCD,Mcdonald's,2005-01-03,2023-06-09
MCFT,Mastercraft Boat,2015-07-17,2023-06-09
MCHP,Microchip Technology,2005-01-03,2023-06-09
MCHX,Marchex Class B,2007-05-01,2023-06-09
MCI,Barings Corporate Investors,2007-05-16,2023-06-09
MCK,Mckesson,2005-01-03,2023-06-09
MCLD,Mcloud Technologies Common Shares,2021-11-24,2023-06-09
MCN,Madison Covered Call & Equity Strategy Fund,2007-05-16,2023-06-09
MCO,Moody's Corp,2005-01-03,2023-06-09
MCOM,Micromobilitycom Inc,2019-12-09,2023-04-26
MCR,Mfs Charter Income Trust,2007-05-16,2023-06-09
MCRB,Seres Therapeutics,2015-06-26,2023-06-09
MCRI,Monarch Casino & Resort,2007-04-30,2023-06-09
MCS,Marcus,2007-05-01,2023-06-09
MCVT,Mill City Ventures Iii,2009-05-27,2023-06-08
MCW,Mister Car Wash,2021-06-25,2023-06-09
MCY,Mercury General Corporation,2007-01-03,2023-06-09
MD,Mednax,2009-01-02,2023-06-09
MDB,Mongodb,2017-10-19,2023-06-09
MDC,M.D.C. Holdings,2007-01-03,2023-06-09
MDGL,Madrigal Pharmaceuticals,2007-05-16,2023-06-09
MDGS,Medigus American Depositary Shares,2015-08-05,2023-06-09
MDGSW,Medigus Series C Warrant,2018-07-23,2023-06-09
MDIA,Mediaco Holding Class A,2020-01-06,2023-06-09
MDJH,Mdjm Ordinary Share,2019-01-08,2023-06-09
MDLZ,Mondelez International,2007-04-30,2023-06-09
MDNA,Medicenna Therapeutics Common Shares,2020-08-24,2023-06-09
MDRR,Medalist Diversified Reit,2018-11-28,2023-06-09
MDRRP,Medalist Diversified Reit Series A Cumulative Redeemable Preferred Stock,2020-02-13,2023-06-07
MDRX,Allscripts-Misys,2007-04-27,2023-06-09
MDT,Medtronic Plc,2005-01-03,2023-06-09
MDU,Mdu Resources,2007-01-03,2023-06-09
MDV,Modiv Class C,2022-02-11,2023-06-09
MDVL,Medavail Holdings,2011-03-04,2023-06-09
MDWD,Mediwound Ordinary Shares,2014-03-20,2023-06-09
MDWT,Midwest Holding,2020-11-04,2023-06-09
MDXG,Mimedx   Inc,2008-04-02,2023-06-09
MDXH,Mdxhealth Sa American Depositary Shares,2021-11-04,2023-06-09
ME,23Andme Holding Co. Class A,2021-06-17,2023-06-09
MEC,Mayville Engineering Co,2019-05-09,2023-06-09
MED,Medifast,2007-04-25,2023-06-09
MEDP,Medpace,2016-08-11,2023-06-09
MEDS,Trxade,2020-02-13,2023-06-09
MEG,Montrose Environmental,2020-07-23,2023-06-09
MEGI,Mainstay Cbre Global Infrastructure Megatrends Fund Common Shares,2021-10-27,2023-06-09
MEGL,Magic Empire Global,2022-08-05,2023-06-09
MEI,Methode Electronics,2007-10-17,2023-06-09
MEIP,Mei Pharma,2007-05-16,2023-06-09
MEKA,Meli Kaszek Pioneer Class A Ordinary Shares,2021-09-29,2023-06-09
MELI,Mercadolibre Inc,2007-08-10,2023-06-09
MEOH,Methanex Corp,2007-05-01,2023-06-09
MERC,Mercer International Inc,2007-05-04,2023-06-09
MESA,Mesa Air,2018-08-10,2023-06-09
MESO,Mesoblast American Depositary Shares,2009-01-05,2023-06-09
MET,Metlife,2005-01-03,2023-06-09
META,Meta Platforms,2012-05-18,2023-06-09
METC,Ramaco Resources ,2017-02-03,2023-06-09
METX,Meten Holding Ordinary Shares,2018-10-17,2023-06-09
METXW,Meten Holding Warrant,2020-05-28,2023-06-02
MF,Missfresh,2021-06-25,2023-06-09
MFA,Mfa Financial,2007-04-24,2023-06-09
MFC,Manulife Financial Corporation,2007-01-03,2023-06-09
MFD,Macquarie First Trust Global,2007-05-16,2023-06-09
MFG,Mizuho Financial,2007-01-03,2023-06-09
MFGP,Softwareinto Micro Focus,2017-09-01,2023-01-30
MFH,Mercurity Fintech Holding ADS,2015-04-08,2023-06-09
MFIC,Midcap Financial Investment,2007-04-30,2023-06-09
MFIN,Medallion Financial,2007-05-11,2023-06-09
MFM,Mfs Municipal Income Trust,2007-05-16,2023-06-09
MFV,Mfs Special Value Trust,2007-05-16,2023-06-09
MG,Mistras,2009-10-08,2023-06-09
MGA,Magna International,2007-01-03,2023-06-09
MGAM,Mobile Global Esports,2022-07-29,2023-06-09
MGEE,Mge Energy,2007-05-04,2023-06-09
MGF,Mfs Government Markets Income Trust,2007-05-16,2023-06-09
MGI,Moneygram International,2007-04-26,2023-05-31
MGIC,Magic Software Enterprises Ltd,2007-05-16,2023-06-09
MGIH,Millennium International Holdings Limited,2023-04-04,2023-06-09
MGLD,The Marygold Companies,2022-03-10,2023-06-08
MGM,Mgm Resorts International,2005-06-01,2023-06-09
MGNI,Magnite ,2020-06-30,2023-06-09
MGNX,Macrogenics,2013-10-10,2023-06-09
MGOL,Mgo Global,2023-01-13,2023-06-09
MGPI,Mgp Ingredients,2007-05-03,2023-06-09
MGRC,Mcgrath Rentcorp,2007-05-04,2023-06-09
MGRX,Mangoceuticals ,2023-03-21,2023-06-09
MGTA,Magenta Therapeutics,2018-06-21,2023-06-09
MGTX,Meiragtx,2018-06-08,2023-06-09
MGU,Macquarie Global Infrastructure Total Return Fund,2007-05-08,2023-03-10
MGY,Magnolia Oil & Gas Corp,2017-06-29,2023-06-09
MGYR,Magyar Bancorp,2007-05-16,2023-06-09
MHD,Blackrock Muniholdings Fund,2007-05-16,2023-06-09
MHF,Western Asset Municipal High Income Fund,2007-05-16,2023-06-09
MHH,Mastech Digital,2008-10-01,2023-06-09
MHI,Pioneer Municipal High Income Fund,2007-05-16,2023-06-09
MHK,Mohawk Industries,2005-01-03,2023-06-09
MHLD,Maiden Holdings Ltd.,2008-05-06,2023-06-09
MHN,Blackrock Muniholdings New York Quality Fund,2007-05-16,2023-06-09
MHO,M/I Homes,2007-05-02,2023-06-09
MHUA,Meihua International Medical Technologies Co. Ordinary Shares,2022-02-16,2023-06-09
MICS,The Singing Machine Company,2022-05-24,2023-06-09
MIDD,The Middleby Corporation,2007-01-03,2023-06-09
MIGI,Mawson Infrastructure,2021-06-21,2023-06-09
MIMO,Airspan Networks Holdings,2020-11-19,2023-06-09
MIN,Mfs Intermediate Income Trust,2007-05-04,2023-06-09
MIND,Mind Technology,2007-05-10,2023-06-09
MINM,Minim,2021-07-07,2023-06-09
MIO,Pioneer Municipal High Income Opportunities Fund,2021-08-06,2023-06-09
MIR,Mirion Technologies ,2020-08-20,2023-06-09
MIRM,Mirum Pharmaceuticals,2019-07-18,2023-06-09
MIRO,Miromatrix Medical,2021-06-24,2023-06-09
MIST,Milestone Pharmaceuticals Common Shares,2019-05-09,2023-06-09
MIT,Mason Industrial Technology ,2021-03-22,2023-02-02
MITK,Mitek Systems,2007-05-16,2023-06-09
MITO,Stealth Biotherapeutics ADS,2019-02-15,2022-11-15
MITQ,Moving Image Technologies,2021-07-08,2023-06-09
MITT,Ag Mortgage Investment Trust,2011-06-30,2023-06-09
MIXT,Mix Telematics American Depositary Shares Each Representing 25 Ordinary Shares,2013-08-09,2023-06-09
MIY,Blackrock Muniyield Michigan Quality Fund,2007-05-16,2023-06-09
MKC,Mccormick & Co.,2005-01-03,2023-06-09
MKFG,Markforged Holding,2020-10-08,2023-06-09
MKL,Markel,2007-05-02,2023-06-09
MKSI,Mks Instruments,2007-04-26,2023-06-09
MKTW,Marketwise  Class A,2021-07-22,2023-06-09
MKTWW,Marketwise Warrant,2021-07-22,2022-09-29
MKTX,Marketaxess Holdings,2005-01-03,2023-06-09
MKUL,Molekule,2021-11-24,2023-06-09
ML,Moneylion,2020-08-14,2023-06-09
MLAB,Mesa Laboratories,2007-05-16,2023-06-09
MLCO,Melco Resorts & Entertainment Limited,2011-12-07,2023-06-09
MLEC,Moolec Science Sa,2023-01-03,2023-06-09
MLGO,Microalgo,2022-12-13,2023-06-09
MLI,Mueller Industries,2007-04-27,2023-06-09
MLKN,Millerknoll ,2007-04-30,2023-06-09
MLM,Martin Marietta Materials,2007-04-30,2023-06-09
MLNK,Meridianlink,2021-07-28,2023-06-09
MLP,Maui Land & Pineapple,2007-05-16,2023-06-09
MLR,Miller Industries,2007-05-07,2023-06-09
MLSS,Milestone Scientific,2007-05-16,2023-06-09
MLTX,Moonlake Immunotherapeutics Class A Ordinary Shares,2022-04-06,2023-06-09
MLVF,Malvern Bancorp,2008-05-20,2023-06-09
MLYS,Mineralys Therapeutics,2023-02-10,2023-06-09
MMAT,Meta Materials,2010-11-08,2023-06-09
MMC,Marsh & Mclennan,2005-01-03,2023-06-09
MMD,Mainstay Mackay Definedterm Municipal Opportunities Fund,2012-06-27,2023-06-09
MMI,Marcus & Millichap,2013-10-31,2023-06-09
MMLP,Martin Midstream Partners L.P. Partnership,2007-05-03,2023-06-09
MMM,3M Company,2005-01-03,2023-06-09
MMMB,Mamamancini's Holdings,2013-05-22,2023-06-09
MMP,Magellan Midstream Partners L.P.,2007-01-03,2023-06-09
MMS,Maximus,2007-01-03,2023-06-09
MMSI,Merit Medical Systems,2007-01-03,2023-06-09
MMT,Mfs Multimarket Income Trust,2007-05-08,2023-06-09
MMU,Western Asset Managed Municipals Fund,2007-05-16,2023-06-09
MMV,Multimetaverse Holdings Class A,2021-06-08,2023-06-09
MMX,Maverix Metals Common Shares,2019-06-25,2023-01-19
MMYT,Makemytrip Limited,2010-08-12,2023-06-09
MNDO,Mind C.T.I. Ordinary Shares,2007-05-16,2023-06-09
MNDY,Monday.com,2021-06-10,2023-06-09
MNK,Mallinckrodt Plc,2022-06-17,2023-06-09
MNKD,Mannkind,2007-04-27,2023-06-09
MNMD,Mind Medicine,2021-04-27,2023-06-09
MNOV,Medicinova,2007-05-16,2023-06-09
MNP,Western Asset Municipal Partners Fund,2007-05-16,2023-06-09
MNPR,Monopar Therapeutics,2019-12-19,2023-06-09
MNRL,Brigham Minerals,2019-04-18,2022-12-28
